competition_id,competition_name,competition_url,competition_type,ccode,gender
9123,PFL,/leagues/9123/overview/pfl,Domestic Leagues - 3rd Tier and Lower,RUS,M
536,Pro League,/leagues/536/overview/pro-league,Domestic Leagues - 1st Tier,KSA,M
9942,Cup,/leagues/9942/overview/cup,Domestic Cups,KSA,M
10074,Super Cup,/leagues/10074/overview/super-cup,Domestic Cups,KSA,M
64,Premiership,/leagues/64/overview/premiership,Domestic Leagues - 1st Tier,SCO,M
123,Championship,/leagues/123/overview/championship,Domestic Leagues - 2nd Tier,SCO,M
124,League One,/leagues/124/overview/league-one,Domestic Leagues - 3rd Tier and Lower,SCO,M
125,League Two,/leagues/125/overview/league-two,Domestic Leagues - 3rd Tier and Lower,SCO,M
181,Premiership playoff,/leagues/181/overview/premiership-playoff,Domestic Leagues - 1st Tier,SCO,M
179,Challenge Cup,/leagues/179/overview/challenge-cup,Domestic Cups,SCO,M
9737,Championship playoff,/leagues/9737/overview/championship-playoff,Domestic Leagues - 2nd Tier,SCO,M
180,League Cup,/leagues/180/overview/league-cup,Domestic Cups,SCO,M
9738,League One Playoff,/leagues/9738/overview/league-one-playoff,Domestic Leagues - 3rd Tier and Lower,SCO,M
9739,League Two Playoff,/leagues/9739/overview/league-two-playoff,Domestic Leagues - 3rd Tier and Lower,SCO,M
137,Scottish Cup,/leagues/137/overview/scottish-cup,Domestic Cups,SCO,M
182,Super Liga,/leagues/182/overview/super-liga,Domestic Leagues - 1st Tier,SRB,M
183,Cup,/leagues/183/overview/cup,Domestic Cups,SRB,M
461,Singapore Premier League,/leagues/461/overview/singapore-premier-league,Domestic Leagues - 1st Tier,SIN,M
177,FA Cup,/leagues/177/overview/fa-cup,Domestic Cups,SVK,M
176,Super Liga,/leagues/176/overview/super-liga,Domestic Leagues - 1st Tier,SVK,M
9845,Super Liga Qualification,/leagues/9845/overview/super-liga-qualification,Domestic Leagues - 1st Tier,SVK,M
173,Prva Liga,/leagues/173/overview/prva-liga,Domestic Leagues - 2nd Tier,SVN,M
174,Cup,/leagues/174/overview/cup,Domestic Cups,SVN,M
537,Premier Soccer League,/leagues/537/overview/premier-soccer-league,Domestic Leagues - 1st Tier,RSA,M
9080,K League 1,/leagues/9080/overview/k-league-1,Domestic Leagues - 1st Tier,KOR,M
9422,K League Qualification,/leagues/9422/overview/k-league-qualification,Domestic Leagues - 1st Tier,KOR,M
9551,Cup,/leagues/9551/overview/cup,Domestic Cups,KOR,M
9116,K League 2,/leagues/9116/overview/k-league-2,Domestic Leagues - 2nd Tier,KOR,M
87,LaLiga,/leagues/87/overview/laliga,Domestic Leagues - 1st Tier,ESP,M
140,LaLiga2,/leagues/140/overview/laliga2,Domestic Leagues - 2nd Tier,ESP,M
8968,Primera Division RFEF,/leagues/8968/overview/primera-division-rfef,Domestic Leagues - 3rd Tier and Lower,ESP,M
9138,Segunda Division RFEF,/leagues/9138/overview/segunda-division-rfef,Domestic Leagues - 3rd Tier and Lower,ESP,M
9907,Primera Division Femenina,/leagues/9907/overview/primera-division-femenina,Domestic Leagues - 1st Tier,ESP,F
138,Copa del Rey,/leagues/138/overview/copa-del-rey,Domestic Cups,ESP,M
139,Super Cup,/leagues/139/overview/super-cup,Domestic Cups,ESP,M
67,Allsvenskan,/leagues/67/overview/allsvenskan,Domestic Leagues - 1st Tier,SWE,M
168,Superettan,/leagues/168/overview/superettan,Domestic Leagues - 2nd Tier,SWE,M
9089,Damallsvenskan (W),/leagues/9089/overview/damallsvenskan-(w),Domestic Leagues - 1st Tier,SWE,F
171,Cup,/leagues/171/overview/cup,Domestic Cups,SWE,M
169,Ettan,/leagues/169/overview/ettan,Domestic Leagues - 3rd Tier and Lower,SWE,M
69,Super League,/leagues/69/overview/super-league,Domestic Leagues - 1st Tier,SUI,M
163,Challenge League,/leagues/163/overview/challenge-league,Domestic Leagues - 2nd Tier,SUI,M
164,Swiss Cup,/leagues/164/overview/swiss-cup,Domestic Cups,SUI,M
9066,Premier League,/leagues/9066/overview/premier-league,Domestic Leagues - 1st Tier,TAN,M
8984,Premier League,/leagues/8984/overview/premier-league,Domestic Leagues - 1st Tier,THA,M
544,Ligue I,/leagues/544/overview/ligue-i,Domestic Leagues - 1st Tier,TUN,M
9669,Ligue I Qualification,/leagues/9669/overview/ligue-i-qualification,Domestic Leagues - 1st Tier,TUN,M
71,Super Lig,/leagues/71/overview/super-lig,Domestic Leagues - 1st Tier,TUR,M
165,1. Lig,/leagues/165/overview/1.-lig,Domestic Leagues - 2nd Tier,TUR,M
166,Super Cup,/leagues/166/overview/super-cup,Domestic Cups,TUR,M
151,Turkish Cup,/leagues/151/overview/turkish-cup,Domestic Cups,TUR,M
441,Premier League,/leagues/441/overview/premier-league,Domestic Leagues - 1st Tier,UKR,M
10023,1. Division Qualification,/leagues/10023/overview/1.-division-qualification,Domestic Leagues - 1st Tier,UKR,M
442,Cup,/leagues/442/overview/cup,Domestic Cups,UKR,M
443,Super Cup,/leagues/443/overview/super-cup,Domestic Cups,UKR,M
538,Arabian Gulf League,/leagues/538/overview/arabian-gulf-league,Domestic Leagues - 1st Tier,UAE,M
9943,Cup,/leagues/9943/overview/cup,Domestic Cups,UAE,M
130,MLS,/leagues/130/overview/mls,Domestic Leagues - 1st Tier,USA,M
8972,USL Championship,/leagues/8972/overview/usl-championship,Domestic Leagues - 2nd Tier,USA,M
9296,USL League One,/leagues/9296/overview/usl-league-one,Domestic Leagues - 3rd Tier and Lower,USA,M
9441,Open Cup,/leagues/9441/overview/open-cup,Domestic Cups,USA,M
9134,NWSL,/leagues/9134/overview/nwsl,Domestic Leagues - 1st Tier,USA,F
10282,MLS Next Pro,/leagues/10282/overview/mls-next-pro,Domestic Youth Leagues,USA,M
10084,NISA,/leagues/10084/overview/nisa,Domestic Leagues - 3rd Tier and Lower,USA,M
10207,NISA Legends Cup,/leagues/10207/overview/nisa-legends-cup,Domestic Cups,USA,M
10167,NWSL Challenge Cup,/leagues/10167/overview/nwsl-challenge-cup,Domestic Cups,USA,F
161,Primera Division,/leagues/161/overview/primera-division,Domestic Leagues - 1st Tier,URU,M
9122,Segunda Division,/leagues/9122/overview/segunda-division,Domestic Leagues - 2nd Tier,URU,M
339,Primera Division,/leagues/339/overview/primera-division,Domestic Leagues - 1st Tier,VEN,M
9088,V-League,/leagues/9088/overview/v-league,Domestic Leagues - 1st Tier,VIE,M
116,Premier League,/leagues/116/overview/premier-league,Domestic Leagues - 1st Tier,WAL,M
9166,Welsh Cup,/leagues/9166/overview/welsh-cup,Domestic Cups,WAL,M
